"referenceCode","legacyId","parentId","qubitParentSlug","identifier","accessionNumber","title","levelOfDescription","extentAndMedium","repository","archivalHistory","acquisition","scopeAndContent","appraisal","accruals","arrangement","accessConditions","reproductionConditions","language","script","languageNote","physicalCharacteristics","findingAids","locationOfOriginals","locationOfCopies","relatedUnitsOfDescription","publicationNote","digitalObjectURI","digitalObjectChecksum","generalNote","subjectAccessPoints","placeAccessPoints","nameAccessPoints","genreAccessPoints","descriptionIdentifier","institutionIdentifier","rules","descriptionStatus","levelOfDetail","revisionHistory","languageOfDescription","scriptOfDescription","sources","archivistNote","publicationStatus","physicalObjectName","physicalObjectLocation","physicalObjectType","alternativeIdentifiers","alternativeIdentifierLabels","eventDates","eventTypes","eventStartDates","eventEndDates","eventDescriptions","eventActors","eventActorHistories","eventPlaces","culture"
"SeknegRi",121299,,,,,"Sekretariat Negara Republik Indonesia 1945-1949","Fonds",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,"Inventaris Arsip Sekretariat Negara Republik Indonesia Tahun 1945-1949",,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"826",,121509,,"826",,"Presiden RI: Surat Keputusan No. 22/P/49 tgl. 25 Desember 1949 tentang pembubaran delegasi RI.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"827",,121509,,"827",,"Presiden RI/PATI kepada Kepala Kepolisian Negara dan Panglima Polisi Tentara: Surat Perintah No. 7/P.T./48 tgl. 8 April 1948 tentang keamanan di Kaliurang dan sekitarnya sehubungan dengan perundingan antara delegasi Indonesia dengan delegasi Belanda.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"828",,121509,,"828",,"Panglima Tertinggi Angkatan Perang RI kepada Jenderal Mayor Dr. Moetopo: Surat Perintah No. 10/P.T./48 tgl. 28 April 1948 tentang pemberian penjelasan kepada Dr. J. Leimena mengenai tuduhan Belanda adanya infiltrasi dari pihak Indonesia.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"829",,121509,,"829",,"Menteri Negara RI: Surat Keputusan No. P/3 tgl. 24 Mei 1949 tentang penunjukan Soerono, Sekretaris Jenderal Kementerian Kesehatan RI untuk menerima penyerahan kembali segala urusan kesehatan dari pihak Pemerintah Pendudukan Belanda di Daerah Istimewa Jogjakarta.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"830",,121509,,"830",,"Menteri Kesehatan RI: Pengumuman No. 1/3 tgl. 13 Juni 1949 tentang pengusiran kurang lebih 100 orang pegawai RI dan orang-orang partikuler bersama keluarganya, di antaranya Ir. Saksono, eks Menteri Muda Pertanian dan Persediaan dalam Kabinet Sjahrir, Mr. Tjokroadisoemarto, dan Mr. Soedibjo oleh Belanda dari Magelang ke Jogjakarta.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"831",,121509,,"831",,"Presiden RI: Surat Penunjukan tgl. 20 Desember 1949 tentang penunjukan Drs. Mohammad Hatta, Sultan Hamid II, Prof. Mr. Dr. Soepomo, Dr. Suparmo, Mr. Dr. Kusumaatmadja, Dr. Soekiman, Mr. Sujono Hadinoto, Ruslan Batangtaris, Arifin, Jusuf Barnas sebagai delegasi RIS untuk menerima penyerahan kedaulatan dari Kerajaan Negeri Belanda.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"832",,121509,,"832",,"Struktur Sekretariat Delegasi Indonesia.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"833",,121509,,"833",,"Kementerian Penerangan, Dinas Propinsi Jawa Timur: Usul Compromis KTN.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,"N.B.: Tidak lengkap","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"834",,121509,,"834",,"Kementerian Pertahanan, bagian B: Surat tgl. 24 Desember 1946 tentang ikhtisar ringkas aksi menolak persetujuan Indonesia-Belanda, disertai lampiran.","Item","9 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"835",,121509,,"835",,"Laporan tahun 1947 tentang sepak terjang Belanda di daerah pendudukan.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"836",,121509,,"836",,"Wakil Setneg kepada Markas Besar Polisi Tentara dan Kepala Polisi Negara Purwokerto: Surat tgl. 3 Maret 1947 tentang pembentukan Barisan Cakra di Surabaya oleh pihak Belanda, disertai lampiran.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"837",,121509,,"837",,"Catatan singkat perjalanan Delegasi Indonesia ke India bulan Maret-April 1947.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"838",,121509,,"838",,"Laporan tgl. 5 September 1947 tentang Sudiman yag ditangkap Belanda di Semarang.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,"N.B.: Sebagian dalam bahasa Belanda","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"839",,121509,,"839",,"Dr. Abu Hanifah, wakil Masyumi dan Ketua Delegasi indonesia: Laporan tgl. 3 November 1947 tentang perjalanan ke Konferensi di New Delhi.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"840",,121509,,"840",,"Usulan tgl. 5 Maret tentang pemerintah Interim Negara Indonesia Serikat dan Uni Indonesia-Belanda.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia, Inggris, dan Belanda","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"841",,121509,,"841",,"Suryocondro kepada Setneg: Telegram tgl. 8 Maret 1948 tentang keputusan hubungan Indonesia-Belanda yang ditandatangani tgl. 1 Maret 1948.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Tembusan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"842",,121509,,"842",,"Kementerian Penerangan, Sekretaris Jenderal kepada Presiden RI: Surat-surat tgl. 2 Maret-7 April 1948 tentang protesnya pihak Belanda tentang siaran radio Gelora Pemuda, disertai lampiran.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,"N.B.: Dalam bahasa Inggris dan Indonesia","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"843",,121509,,"843",,"Sarpan dari PNI, anggota Komite Nasional Pusat kepada Presiden RI: Surat tgl. 7 April 1948 tentang usul mengangkat seorang ahli bea cukai sebagai Penasehat Delegasi RI dalam perundingan dengan pihak Belanda.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"844",,121509,,"844",,"Surat-surat tgl. 29 Januari 1947-21 Mei 1948 tentang usul cara-cara melawan ofensif Belanda.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"845",,121509,,"845",,"Setneg kepada Suryocondro: Telegram No. 998/K-48 tgl. 24 Mei 1948 tentang belum dapat berangkatnya Then Djin Soei Tankinghien ke Amsterdam.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"846",,121509,,"846",,"Setneg kepada Suryocondro: Telegram-telegram tgl. 12 dan 14 Juni 1948 tentang hubungan Konsulat Kementerian Pembangunan dan Pemuda dengan Mr. Go Gien Cwan Amsterdam, disertai surat pengantar.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"847",,121509,,"847",,"Wakil Setneg kepada Sekretariat Perdana Menteri, Sekretariat Delegasi Indonesia dan Kementerian Luar Negeri: Surat tgl. 6 September 1948 tentang Resolusi Demonstrasi Rakyat dipimpin oleh Dewan Pemimpin Pemuda dan diberikan untuk KTN, disertai surat pengantar.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"848",,121509,,"848",,"Surat-surat dan telegram-telegram tgl. 10 Februari-27 November 1948 tentang perluasan penggunaan pesawat terbang yang digunakan untuk kepentingan Delegasi Indonesia dalam perundingan dengan Belanda, disertai lampiran.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"849",,121509,,"849",,"S.B. Ratu Yuliana: Pidato tgl. 6 Januari 1949 tentang masalah Indonesia-Belanda.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"850",,121509,,"850",,"Dewan Keamanan: Resolusi tgl. 28 Januari 1949 tentang masalah Indonesia dengan Belanda.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"851",,121509,,"851",,"Sudarsono kepada Presiden: Telegram tgl. 4 Februari 1949 tentang Konsepsi Kedaulatan Negara RIS.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"852",,121509,,"852",,"Laporan-laporan atas penyiksaan yang dilakukan oleh MID (Militaire Inlichtingen Dienst) gerombolan Militair Belanda.","Item","10 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia dan Belanda","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"853",,121509,,"853",,"Keterangan van Royen-Roem tgl. 7 Mei 1949 tentang perundingan Indonesia-Belanda.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"854",,121509,,"854",,"Rakyat Kota Pendudukan Surakarta kepada Presiden: Surat tgl. Juni 1949 tentang dukungannya terhadap tercapainya persetujuannya preliminair antara delegasi Indonesia dan Delegasi Belanda pada tgl. 7 Mei 1949 di Jakarta, disertai lampiran.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"855",,121509,,"855",,"Konperensi Inter Indonesia antara Delegasi RI dan Delegasi BFO: Laporan-laporan tgl. 21 dan 22 Juli 1949 dari Panitia Ketatanegaraan, Panitia Ekonomi dan Keuangan dan Panitia Keamanan, disertai surat pengantar.","Item","17 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"856",,121509,,"856",,"Wakil Party Kemerdekaan Indonesia Irian Dalam (GAPKI): Resolusi-resolusi tgl. 23 Februari 1948-8 Agustus 1949 tentang penempatan wakil rakyat Niuew Guinea asli sebagai staf pada Delegasi Indonesia ke Konferensi Meja Bundar di Den Haag.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"857",,121509,,"857",,"Telegram-telegram tgl. 6-26 Agustus 1949 tentang pemanggilan Mr. Rasyid datang ke Jogja, disertai surat pengantar.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"858",,121509,,"858",,"Telegram-telegram tgl. 1 Maret 1948-27 Agustus 1949 tentang perundingan Indonesia dengan Belanda.","Item","7 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"859",,121509,,"859",,"Panitia Keuangan dan Perekonomian: Laporan tgl. 3 September 1949 tentang hasil rapat keuangan dan perekonomian antara Panitia Urusan Keuangan dan Perekonomian Delegasi Indonesia, Belanda, dan BFO, disertai surat pengantar.","Item","16 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"860",,121509,,"860",,"Wakil Presiden kepada Presiden dan Menteri Pertahanan: Surat tgl. 12 September 1949 tentang kedudukan daerah Surakarta dan Mangkunegaran.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"861",,121509,,"861",,"PB Nahdlatul Ulama: Pedoman tgl. 14 September 1949 tentang pendapat mengenai Persetujuan Roem-Royen, disertai penjelasan.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"862",,121509,,"862",,"Panitia Kebudayaan Delegasi Indonesia (Uni Indonesia Nederland): Laporan-laporan pekerjaan ke Konferensi Meja Bundar dari tgl. 21 Agustus-26 September 1949, disertai surat pengantar.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"863",,121509,,"863",,"Masyumi: Statement tgl. 6 Oktober 1949 tentang pelaksaan Roem-Royen.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"864",,121509,,"864",,"Delegasi Pemerintah RI, UNCI, Presiden RI dari bekas tawanan dari Jogjakarta: Surat tgl. 9 Oktober 1949 tentang permohonan agar Delegasi Pemerintah RI dan UNCI mendesak Delegasi Pemerintah Nederland untuk melaksanakan rencana pembebasan tawanan.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Tembusan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"865",,121509,,"865",,"Setneg kepada Mr. Tirtawinata, Ketua Panitia Tawanan Politik di Jogja: Surat tgl. 5 November 1949 tentang Zainudin yang ditawan Belanda di Bukit Tinggi.","Item","7 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"866",,121509,,"866",,"Organisasi Massa: Surat-surat tgl. 25 Juli-22 November 1949 tentang reaksi masyarakat berkenaan dengan persetujuan Roem-Royen.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"867",,121509,,"867",,"Surat-surat, kawat-kawat dan nota tgl. 6 Februari 1948-26 November 1949 tentang perundingan Delegasi RI dengan pihak Belanda.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia, Inggris, Belanda","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"868",,121509,,"868",,"Chaidir Kimin cs. di Jln. Simpang Kapuk No. 56 Jambi: Laporan tgl. 7 Desember 1949 tentang menyabot politik ""Dewan Djambi Sementara (DDS)"" di kota Jambi dalam pendudukan Belanda.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"869",,121509,,"869",,"Menteri Kehakiman: Surat-menyurat tgl. 30 November-8 Desember 1949 tentang Pemandangan Umum Rakyat Sumatera Timur sebelum dan sesudah diduduki Belanda, disertai lampiran.","Item","9 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
,121510,121500,,,,"J. KEAMANAN DALAM NEGERI","File",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"870",,121510,,"870",,"Undang-undang tgl. 8 Oktober 1945 tentang pengibaran Bendera Nasional Chunghoa Min Kuo di samping Sang Merah Putih pada tiap-tiap hari raya Bangsa Tionghoa.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Kutipan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"871",,121510,,"871",,"Undang-undang No. 1 tgl. 26 Februari 1946 tentang peraturan Hukum Pidana.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"872",,121510,,"872",,"Undang-undang No. 3 tgl. 10 April 1946 tentang warga negara dan penduduk negara RI.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"873",,121510,,"873",,"Undang-undang No. 6 tgl. 6 Juni 1946 tentang keadaan bahaya.","Item","10 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"874",,121510,,"874",,"Undang-undang No. 8 tgl. 8 Juni 1946 tentang peraturan Hukum Acara Pidana guna Pengadilan Tentara.","Item","6 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"875",,121510,,"875",,"Undang-undang No. 16 tgl. 27 September 1946 tentang pengesahan pernyataan keadaan bahaya di seluruh Indonesia.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"876",,121510,,"876",,"Undnag-undang No. 20 tgl. 31 Oktober 1946 tentang penambahan jenis hukuman pokok dengan hukuman tutupan.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"877",,121510,,"877",,"Undang-undang No. 2 tgl. 15 Januari 1947 tentang pengesahan Peraturan-peraturan Dewan Pertahanan Negara No. 6, No. 10, No. 12, No. 13, No. 15, No. 18, No. 19, No. 23, No. 24, No. 25, dan No. 26 tahun 1946.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"878",,121510,,"878",,"Undang-undang No. 6 tgl. 27 Februari 1947 tentang perubahan Undang-undang No. 3 tahun 1946 mengenai warga negara dan penduduk negara RI, disertai lampiran.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"879",,121510,,"879",,"Undang-undang No. 20 bulan Juni 1947 tentang Peraturan Peradilan Ulangan di Jawa dan Madura.","Item","16 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"880",,121510,,"880",,"Undnag-undang No. 21 tgl. 13 Juni 1947 tentang pemeriksaan perkara pidana di luar hadir terdakwa pada Pengadilan Negeri.","Item","6 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"881",,121510,,"881",,"Undang-undang No. 22 tgl. 29 Agustus 1947 tentang pemindahan tempat kedudukan pengadilan dan kejaksaan.","Item","6 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"882",,121510,,"882",,"Undang-undang No. 23 tgl. 29 Agustus 1947 tentang penghapusan Pengadilan Raja (Zelfbestuursrechtspraak) di Jawa dan Sumatera, disertai lampiran.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"883",,121510,,"883",,"Undang-undang No. 34 tgl. 18 Oktober 1947 tentang kecelakaan perang.","Item","8 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"884",,121510,,"884",,"Undang-undang No. 36 tgl. 28 November 1947 tentang Susunan dan Acara Pengadilan Tentara, disertai penjelasannya.","Item","15 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"885",,121510,,"885",,"Undang-undang No. 1, No. 15, No. 37 tgl. 28 November 1947 tentang perpanjangan waktu berlakunya Peraturan-peraturan Dewan Pertahanan Negara No. 5, No. 7 jo. No. 31, No. 8, No. 9, No. 11, dan No. 16.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"886",,121510,,"886",,"Undang-undang No. 39 tgl. 27 Desember 1947 tentang perubahan Kitab Undang-undang Hukum Disiplin Tentara, disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
