,referenceCode,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
844,822,,121509.0,,822.0,,Presiden RI: Penetapan tgl. 1 Mei 1949 tentang pemberian tugas kekuasaan kepada Menteri Negara Koordinator Keamanan Hamengku Buwono IX untuk menerima kembali kekuasaan sepenuhnya baik sipil dan militer atas DI Jogjakarta dari tangan Belanda dan pengembalian pemerintah RI di Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
845,823,,121509.0,,823.0,,Presiden RI: Surat Keputusan No. 62/P.Civ./48 tgl. 14 Juli 1948 tentang pembubaran delegasi Indonesia untuk konperensi di Havana.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
846,824,,121509.0,,824.0,,Presiden RI: Surat Keputusan No. 5/A./49 tgl. 30 Juli 1949 tentang pengangkatan Mr. Tan Po Goan sebagai ahli dari delegasi RI ke Konperensi Meja Bundar.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
847,825,,121509.0,,825.0,,"Presiden RI: Surat-surat keputusan tgl. 25 Juli-15 November 1949 tentang pengangkatan ketua, anggota, penasehat umum, dan sekretaris delegasi Indonesia.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
848,826,,121509.0,,826.0,,Presiden RI: Surat Keputusan No. 22/P/49 tgl. 25 Desember 1949 tentang pembubaran delegasi RI.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
849,827,,121509.0,,827.0,,Presiden RI/PATI kepada Kepala Kepolisian Negara dan Panglima Polisi Tentara: Surat Perintah No. 7/P.T./48 tgl. 8 April 1948 tentang keamanan di Kaliurang dan sekitarnya sehubungan dengan perundingan antara delegasi Indonesia dengan delegasi Belanda.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
850,828,,121509.0,,828.0,,Panglima Tertinggi Angkatan Perang RI kepada Jenderal Mayor Dr. Moetopo: Surat Perintah No. 10/P.T./48 tgl. 28 April 1948 tentang pemberian penjelasan kepada Dr. J. Leimena mengenai tuduhan Belanda adanya infiltrasi dari pihak Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
851,829,,121509.0,,829.0,,"Menteri Negara RI: Surat Keputusan No. P/3 tgl. 24 Mei 1949 tentang penunjukan Soerono, Sekretaris Jenderal Kementerian Kesehatan RI untuk menerima penyerahan kembali segala urusan kesehatan dari pihak Pemerintah Pendudukan Belanda di Daerah Istimewa Jogjakarta.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
852,830,,121509.0,,830.0,,"Menteri Kesehatan RI: Pengumuman No. 1/3 tgl. 13 Juni 1949 tentang pengusiran kurang lebih 100 orang pegawai RI dan orang-orang partikuler bersama keluarganya, di antaranya Ir. Saksono, eks Menteri Muda Pertanian dan Persediaan dalam Kabinet Sjahrir, Mr. Tjokroadisoemarto, dan Mr. Soedibjo oleh Belanda dari Magelang ke Jogjakarta.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
853,831,,121509.0,,831.0,,"Presiden RI: Surat Penunjukan tgl. 20 Desember 1949 tentang penunjukan Drs. Mohammad Hatta, Sultan Hamid II, Prof. Mr. Dr. Soepomo, Dr. Suparmo, Mr. Dr. Kusumaatmadja, Dr. Soekiman, Mr. Sujono Hadinoto, Ruslan Batangtaris, Arifin, Jusuf Barnas sebagai delegasi RIS untuk menerima penyerahan kedaulatan dari Kerajaan Negeri Belanda.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
854,832,,121509.0,,832.0,,Struktur Sekretariat Delegasi Indonesia.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
855,833,,121509.0,,833.0,,"Kementerian Penerangan, Dinas Propinsi Jawa Timur: Usul Compromis KTN.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,N.B.: Tidak lengkap,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
856,834,,121509.0,,834.0,,"Kementerian Pertahanan, bagian B: Surat tgl. 24 Desember 1946 tentang ikhtisar ringkas aksi menolak persetujuan Indonesia-Belanda, disertai lampiran.",Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
857,835,,121509.0,,835.0,,Laporan tahun 1947 tentang sepak terjang Belanda di daerah pendudukan.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
858,836,,121509.0,,836.0,,"Wakil Setneg kepada Markas Besar Polisi Tentara dan Kepala Polisi Negara Purwokerto: Surat tgl. 3 Maret 1947 tentang pembentukan Barisan Cakra di Surabaya oleh pihak Belanda, disertai lampiran.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
859,837,,121509.0,,837.0,,Catatan singkat perjalanan Delegasi Indonesia ke India bulan Maret-April 1947.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
860,838,,121509.0,,838.0,,Laporan tgl. 5 September 1947 tentang Sudiman yag ditangkap Belanda di Semarang.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,N.B.: Sebagian dalam bahasa Belanda,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
861,839,,121509.0,,839.0,,"Dr. Abu Hanifah, wakil Masyumi dan Ketua Delegasi indonesia: Laporan tgl. 3 November 1947 tentang perjalanan ke Konferensi di New Delhi.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
862,840,,121509.0,,840.0,,Usulan tgl. 5 Maret tentang pemerintah Interim Negara Indonesia Serikat dan Uni Indonesia-Belanda.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia, Inggris, dan Belanda",Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
863,841,,121509.0,,841.0,,Suryocondro kepada Setneg: Telegram tgl. 8 Maret 1948 tentang keputusan hubungan Indonesia-Belanda yang ditandatangani tgl. 1 Maret 1948.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
864,842,,121509.0,,842.0,,"Kementerian Penerangan, Sekretaris Jenderal kepada Presiden RI: Surat-surat tgl. 2 Maret-7 April 1948 tentang protesnya pihak Belanda tentang siaran radio Gelora Pemuda, disertai lampiran.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,N.B.: Dalam bahasa Inggris dan Indonesia,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
865,843,,121509.0,,843.0,,"Sarpan dari PNI, anggota Komite Nasional Pusat kepada Presiden RI: Surat tgl. 7 April 1948 tentang usul mengangkat seorang ahli bea cukai sebagai Penasehat Delegasi RI dalam perundingan dengan pihak Belanda.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
866,844,,121509.0,,844.0,,Surat-surat tgl. 29 Januari 1947-21 Mei 1948 tentang usul cara-cara melawan ofensif Belanda.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
867,845,,121509.0,,845.0,,Setneg kepada Suryocondro: Telegram No. 998/K-48 tgl. 24 Mei 1948 tentang belum dapat berangkatnya Then Djin Soei Tankinghien ke Amsterdam.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
868,846,,121509.0,,846.0,,"Setneg kepada Suryocondro: Telegram-telegram tgl. 12 dan 14 Juni 1948 tentang hubungan Konsulat Kementerian Pembangunan dan Pemuda dengan Mr. Go Gien Cwan Amsterdam, disertai surat pengantar.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
869,847,,121509.0,,847.0,,"Wakil Setneg kepada Sekretariat Perdana Menteri, Sekretariat Delegasi Indonesia dan Kementerian Luar Negeri: Surat tgl. 6 September 1948 tentang Resolusi Demonstrasi Rakyat dipimpin oleh Dewan Pemimpin Pemuda dan diberikan untuk KTN, disertai surat pengantar.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
870,848,,121509.0,,848.0,,"Surat-surat dan telegram-telegram tgl. 10 Februari-27 November 1948 tentang perluasan penggunaan pesawat terbang yang digunakan untuk kepentingan Delegasi Indonesia dalam perundingan dengan Belanda, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
871,849,,121509.0,,849.0,,S.B. Ratu Yuliana: Pidato tgl. 6 Januari 1949 tentang masalah Indonesia-Belanda.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
872,850,,121509.0,,850.0,,Dewan Keamanan: Resolusi tgl. 28 Januari 1949 tentang masalah Indonesia dengan Belanda.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
873,851,,121509.0,,851.0,,Sudarsono kepada Presiden: Telegram tgl. 4 Februari 1949 tentang Konsepsi Kedaulatan Negara RIS.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
874,852,,121509.0,,852.0,,Laporan-laporan atas penyiksaan yang dilakukan oleh MID (Militaire Inlichtingen Dienst) gerombolan Militair Belanda.,Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,N.B.: Dalam bahasa Indonesia dan Belanda,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
875,853,,121509.0,,853.0,,Keterangan van Royen-Roem tgl. 7 Mei 1949 tentang perundingan Indonesia-Belanda.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
876,854,,121509.0,,854.0,,"Rakyat Kota Pendudukan Surakarta kepada Presiden: Surat tgl. Juni 1949 tentang dukungannya terhadap tercapainya persetujuannya preliminair antara delegasi Indonesia dan Delegasi Belanda pada tgl. 7 Mei 1949 di Jakarta, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
877,855,,121509.0,,855.0,,"Konperensi Inter Indonesia antara Delegasi RI dan Delegasi BFO: Laporan-laporan tgl. 21 dan 22 Juli 1949 dari Panitia Ketatanegaraan, Panitia Ekonomi dan Keuangan dan Panitia Keamanan, disertai surat pengantar.",Item,17 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
878,856,,121509.0,,856.0,,Wakil Party Kemerdekaan Indonesia Irian Dalam (GAPKI): Resolusi-resolusi tgl. 23 Februari 1948-8 Agustus 1949 tentang penempatan wakil rakyat Niuew Guinea asli sebagai staf pada Delegasi Indonesia ke Konferensi Meja Bundar di Den Haag.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
879,857,,121509.0,,857.0,,"Telegram-telegram tgl. 6-26 Agustus 1949 tentang pemanggilan Mr. Rasyid datang ke Jogja, disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
880,858,,121509.0,,858.0,,Telegram-telegram tgl. 1 Maret 1948-27 Agustus 1949 tentang perundingan Indonesia dengan Belanda.,Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
881,859,,121509.0,,859.0,,"Panitia Keuangan dan Perekonomian: Laporan tgl. 3 September 1949 tentang hasil rapat keuangan dan perekonomian antara Panitia Urusan Keuangan dan Perekonomian Delegasi Indonesia, Belanda, dan BFO, disertai surat pengantar.",Item,16 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
882,860,,121509.0,,860.0,,Wakil Presiden kepada Presiden dan Menteri Pertahanan: Surat tgl. 12 September 1949 tentang kedudukan daerah Surakarta dan Mangkunegaran.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
883,861,,121509.0,,861.0,,"PB Nahdlatul Ulama: Pedoman tgl. 14 September 1949 tentang pendapat mengenai Persetujuan Roem-Royen, disertai penjelasan.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
884,862,,121509.0,,862.0,,"Panitia Kebudayaan Delegasi Indonesia (Uni Indonesia Nederland): Laporan-laporan pekerjaan ke Konferensi Meja Bundar dari tgl. 21 Agustus-26 September 1949, disertai surat pengantar.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, konsep",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
885,863,,121509.0,,863.0,,Masyumi: Statement tgl. 6 Oktober 1949 tentang pelaksaan Roem-Royen.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
886,864,,121509.0,,864.0,,"Delegasi Pemerintah RI, UNCI, Presiden RI dari bekas tawanan dari Jogjakarta: Surat tgl. 9 Oktober 1949 tentang permohonan agar Delegasi Pemerintah RI dan UNCI mendesak Delegasi Pemerintah Nederland untuk melaksanakan rencana pembebasan tawanan.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
887,865,,121509.0,,865.0,,"Setneg kepada Mr. Tirtawinata, Ketua Panitia Tawanan Politik di Jogja: Surat tgl. 5 November 1949 tentang Zainudin yang ditawan Belanda di Bukit Tinggi.",Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
888,866,,121509.0,,866.0,,Organisasi Massa: Surat-surat tgl. 25 Juli-22 November 1949 tentang reaksi masyarakat berkenaan dengan persetujuan Roem-Royen.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
889,867,,121509.0,,867.0,,"Surat-surat, kawat-kawat dan nota tgl. 6 Februari 1948-26 November 1949 tentang perundingan Delegasi RI dengan pihak Belanda.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia, Inggris, Belanda",Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
890,868,,121509.0,,868.0,,"Chaidir Kimin cs. di Jln. Simpang Kapuk No. 56 Jambi: Laporan tgl. 7 Desember 1949 tentang menyabot politik ""Dewan Djambi Sementara (DDS)"" di kota Jambi dalam pendudukan Belanda.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
891,869,,121509.0,,869.0,,"Menteri Kehakiman: Surat-menyurat tgl. 30 November-8 Desember 1949 tentang Pemandangan Umum Rakyat Sumatera Timur sebelum dan sesudah diduduki Belanda, disertai lampiran.",Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
892,,121510.0,121500.0,,,,J. KEAMANAN DALAM NEGERI,File,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
893,870,,121510.0,,870.0,,Undang-undang tgl. 8 Oktober 1945 tentang pengibaran Bendera Nasional Chunghoa Min Kuo di samping Sang Merah Putih pada tiap-tiap hari raya Bangsa Tionghoa.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Kutipan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
894,871,,121510.0,,871.0,,Undang-undang No. 1 tgl. 26 Februari 1946 tentang peraturan Hukum Pidana.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
895,872,,121510.0,,872.0,,Undang-undang No. 3 tgl. 10 April 1946 tentang warga negara dan penduduk negara RI.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
896,873,,121510.0,,873.0,,Undang-undang No. 6 tgl. 6 Juni 1946 tentang keadaan bahaya.,Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
897,874,,121510.0,,874.0,,Undang-undang No. 8 tgl. 8 Juni 1946 tentang peraturan Hukum Acara Pidana guna Pengadilan Tentara.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
898,875,,121510.0,,875.0,,Undang-undang No. 16 tgl. 27 September 1946 tentang pengesahan pernyataan keadaan bahaya di seluruh Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
899,876,,121510.0,,876.0,,Undnag-undang No. 20 tgl. 31 Oktober 1946 tentang penambahan jenis hukuman pokok dengan hukuman tutupan.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
900,877,,121510.0,,877.0,,"Undang-undang No. 2 tgl. 15 Januari 1947 tentang pengesahan Peraturan-peraturan Dewan Pertahanan Negara No. 6, No. 10, No. 12, No. 13, No. 15, No. 18, No. 19, No. 23, No. 24, No. 25, dan No. 26 tahun 1946.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
901,878,,121510.0,,878.0,,"Undang-undang No. 6 tgl. 27 Februari 1947 tentang perubahan Undang-undang No. 3 tahun 1946 mengenai warga negara dan penduduk negara RI, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
902,879,,121510.0,,879.0,,Undang-undang No. 20 bulan Juni 1947 tentang Peraturan Peradilan Ulangan di Jawa dan Madura.,Item,16 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
903,880,,121510.0,,880.0,,Undnag-undang No. 21 tgl. 13 Juni 1947 tentang pemeriksaan perkara pidana di luar hadir terdakwa pada Pengadilan Negeri.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
904,881,,121510.0,,881.0,,Undang-undang No. 22 tgl. 29 Agustus 1947 tentang pemindahan tempat kedudukan pengadilan dan kejaksaan.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
905,882,,121510.0,,882.0,,"Undang-undang No. 23 tgl. 29 Agustus 1947 tentang penghapusan Pengadilan Raja (Zelfbestuursrechtspraak) di Jawa dan Sumatera, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
906,883,,121510.0,,883.0,,Undang-undang No. 34 tgl. 18 Oktober 1947 tentang kecelakaan perang.,Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
907,884,,121510.0,,884.0,,"Undang-undang No. 36 tgl. 28 November 1947 tentang Susunan dan Acara Pengadilan Tentara, disertai penjelasannya.",Item,15 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
908,885,,121510.0,,885.0,,"Undang-undang No. 1, No. 15, No. 37 tgl. 28 November 1947 tentang perpanjangan waktu berlakunya Peraturan-peraturan Dewan Pertahanan Negara No. 5, No. 7 jo. No. 31, No. 8, No. 9, No. 11, dan No. 16.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
909,886,,121510.0,,886.0,,"Undang-undang No. 39 tgl. 27 Desember 1947 tentang perubahan Kitab Undang-undang Hukum Disiplin Tentara, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
910,887,,121510.0,,887.0,,"Undang-undang No. 40 tgl. 27 Desember 1947 tentang perubahan Kitab Undang-undang Hukum Disiplin Tentara, disertai penjelasannya.",Item,15 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
911,888,,121510.0,,888.0,,Undang-undang No. 41 tgl. 27 Desember 1947 tentang kepenjaraan tentara.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
